Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0.0,30721,59137,54785,20482,61700,27649,59137,34307
0.06024003028869629,37889,63489,53249,23042,6661,37633,58881,40451
0.10423541069030762,41729,58881,55297,22274,7173,39169,54273,40451
0.14981532096862793,41217,58625,55553,19458,517,34817,50689,40195
0.2101118564605713,42497,60161,48897,17410,51972,38401,44289,32515
0.25554347038269043,35329,49665,51457,5122,34052,32769,41729,18947
0.30008959770202637,40705,48897,49665,2818,16644,37121,42497,20739
0.35919976234436035,44033,51969,45057,3586,16132,37377,44033,19203
0.40457582473754883,41985,47617,53249,63745,14596,32257,48897,20739
0.44979143142700195,45313,43265,55809,5890,13316,31233,43265,28419
0.5099623203277588,36097,45313,51969,8706,31748,24833,46337,27907
0.5550341606140137,34305,52481,59137,19714,52228,25089,58881,34563
0.5997061729431152,33281,51713,55297,27906,63236,27137,54017,39427
0.6594762802124023,28161,60673,54785,24322,60932,21505,59137,35331
0.7053797245025635,26369,5890,53761,31234,9477,26113,60673,37123
0.7500872611999512,26625,1026,49409,26882,7429,25857,54785,34819
0.809734582901001,30465,3842,49409,18690,1285,20481,58625,27651
0.8550732135772705,35585,514,54017,20994,5381,22273,61953,28163
0.9000637531280518,42497,56321,63233,14338,57348,14849,64001,20995
0.9591925144195557,34049,46593,2050,12802,40964,13313,54017,17923
1.0053231716156006,33281,42753,1282,6658,30980,13825,58881,18691
1.0497145652770996,26369,42241,57089,5122,35844,13057,60161,14083
1.109661340713501,18945,39425,56577,65025,22276,9217,57089,8195
1.1551342010498047,28673,41473,55553,60161,15876,7169,62721,11267
1.2000014781951904,25089,50689,57089,6658,28420,12801,64001,15619
1.2602448463439941,28161,48385,57857,7170,31236,17409,64513,23811
1.3052709102630615,33537,44289,58881,8962,37124,24577,61697,32771
1.3500099182128906,33281,44801,57857,11266,43524,27393,62721,36355
1.4103493690490723,35585,36097,58369,12546,45060,24833,59649,42755
1.4550909996032715,36865,35841,62209,9474,41220,19201,57089,50691
1.5002493858337402,38145,38145,61441,4866,31748,15617,55041,57091
1.559443473815918,36609,46593,258,60929,22276,9729,58625,52483
1.6044151782989502,41217,47617,7426,51457,4612,7425,54273,47619
1.6500201225280762,41217,44801,8450,45057,50691,9729,46081,42499
1.7094926834106445,46081,45057,5634,48129,56067,6913,52225,40451
1.7549052238464355,46849,32769,6146,50945,62723,5377,58625,43011
1.8002076148986816,43009,30721,1282,47617,60931,3585,65025,44035
1.8598299026489258,43777,39681,5890,52737,12036,63232,16898,46339
1.9043633937835693,34305,48897,13570,54273,30468,1025,35842,52227
1.9498555660247803,29953,47617,18178,58625,35588,8705,42498,58115
2.0093894004821777,35073,48129,25090,57857,36356,8449,53762,53763
2.0545222759246826,32257,58625,30210,59905,38404,18177,3,50435
2.0997865200042725,34817,57089,33794,60673,27396,23297,64514,49411
2.159193515777588,35073,60161,40962,48129,9732,19457,60674,36867
2.204758405685425,30465,61953,50178,43777,64259,20225,51458,38659
2.2499284744262695,35329,51457,55810,37633,47107,13825,42242,34563
2.3095245361328125,35841,44545,54274,27137,16899,5377,31234,28163
2.3542752265930176,34817,43777,49922,25345,16131,6145,28418,30211
2.4000208377838135,38145,44033,44290,24833,25603,769,36610,26371
2.4605679512023926,36097,43521,46594,24321,26371,3073,31490,24323
2.504790782928467,36097,44801,46082,27137,37635,6657,34050,26627
2.5495524406433105,49921,59649,56578,35329,50947,3841,42498,35843
2.609470844268799,53249,59649,57858,47361,62467,11009,51202,47875
2.6547515392303467,53505,49153,46594,45569,58371,7681,56834,52483
2.7001426219940186,56065,3330,515,5122,10756,29185,10755,56067
2.759920120239258,49153,9474,28675,34050,13828,53505,40707,39684
2.8049254417419434,40449,9986,62467,11267,64003,61441,63747,5381
2.850130319595337,38401,15362,26116,46851,61443,63489,14852,40709
2.909790277481079,39425,61441,21252,54787,54019,41985,13316,60421
2.955026865005493,36609,48641,53507,39683,46083,22785,42243,12805
2.999816656112671,35329,40449,8195,62210,51715,14849,59906,36612
3.059645175933838,39169,35329,30722,37890,10500,14593,28674,4
3.103990316390991,29953,36865,5378,19202,26372,16897,1026,41219
3.164266347885132,34049,27393,53249,12546,35332,19201,57089,36611
3.209679126739502,40449,34049,49153,14850,47620,21761,55297,41987
3.2550055980682373,40449,18434,61185,31490,13829,48897,24066,50435
3.299628973007202,45313,28930,59649,36610,25349,59905,25346,57091
3.359893798828125,41729,33538,62977,49410,33797,59649,23042,53763
3.4052932262420654,40705,42498,514,48898,32517,64257,22018,56067
3.449713945388794,37121,9218,58113,34818,517,42241,49153,52739
3.510084867477417,36353,62977,2,29698,47620,30721,42497,37123
3.5543622970581055,39681,7938,4098,13570,33540,26369,39681,29955
3.6000332832336426,37889,8962,7682,12034,25860,22273,38657,20739
3.6604700088500977,37121,4610,18690,7938,15364,18433,38145,8963
3.704874038696289,43521,16642,59906,43522,22020,52481,22018,55043
3.749852418899536,37121,8962,62723,57347,41988,1794,43267,58628
3.8107571601867676,37121,4610,65028,54020,61700,3074,44548,60421
3.8546066284179688,41473,62209,16136,11016,14597,9218,3848,58120
3.899663209915161,34817,54785,46600,46600,13061,35329,28424,29449
3.960172653198242,38657,56065,56071,54791,21509,22529,33287,41992
4.004948854446411,52225,27394,33288,38665,26374,62978,49160,49417
4.049787998199463,58626,65282,51976,22537,47110,53251,62472,52489
4.109352350234985,20484,35843,3089,56080,50950,28676,39952,27665
4.155071020126343,45060,39683,57365,49173,26630,42756,22037,19734
4.199471950531006,35076,60162,2840,6167,2565,12291,3607,12056
4.2593770027160645,26627,20482,4120,35095,37380,15618,3607,46872
4.3048906326293945,13062,25095,12057,20761,10509,36359,39193,57881
4.349522829055786,24334,44304,21026,4642,38421,12817,13858,4641
4.410697937011719,23568,5140,58663,44071,28696,14099,34599,14374
4.455180644989014,25617,14357,32812,64043,11545,62227,60715,42
4.500236749649048,40205,56847,28970,52009,51216,28942,53032,18472
4.559680461883545,14597,43526,43043,21539,13320,61444,22050,4899
4.604898929595947,2563,12803,30238,61213,21253,50178,20509,14110
4.649734020233154,59905,6402,43031,37399,20228,8450,53270,46615
4.694764614105225,26113,52737,41743,40719,65283,56321,6927,3856
4.754766225814819,20481,38657,8,9736,59139,47873,49927,18697
4.799974203109741,19201,41729,43523,55811,50179,43009,36355,7941
4.845251798629761,16129,39937,63233,12802,48387,35585,62465,2308
4.904999256134033,21505,37377,24833,39169,38915,28673,30209,49155
4.9500510692596436,19969,41217,9985,26625,37891,31233,13569,27651
4.994656324386597,17921,40193,2561,24321,42499,35073,6657,22019
5.055238246917725,10753,35841,4609,24577,38403,38145,9985,12291
5.100343704223633,9985,33281,2305,26113,40195,43009,9473,9219
5.145079135894775,11777,38145,513,30209,36611,42497,8961,14339
5.2051777839660645,14849,29441,65280,24577,32515,43777,10497,20739
5.249505996704102,17665,32513,61952,26369,34563,40449,7169,19459
5.294317245483398,15617,30209,65280,29441,36099,38401,4865,14851
5.355374336242676,9729,24577,64256,23553,44547,38657,6145,11267
5.399962425231934,513,34817,62976,23041,42243,41217,5889,4867
5.444291114807129,4865,33793,63488,22529,45827,43009,7937,4867
5.505490303039551,11009,39937,62720,25345,51459,45313,6657,2563
5.550375699996948,16897,42241,64000,24577,43523,39425,6657,5891
5.594506502151489,24321,38913,513,28417,46851,36353,3585,8963
5.654924392700195,22785,37377,64768,24577,47875,40449,4609,15875
5.699225664138794,22529,28673,64256,23553,45571,42241,5377,22275
5.744763612747192,20225,34817,63744,24577,45059,50689,6657,15875
5.8043694496154785,13825,31489,59392,22273,47363,45569,7681,17155
5.850176095962524,11265,33793,58624,23553,40963,37889,4609,14851
5.894664287567139,6657,40961,54784,21761,38403,36609,6913,15619
5.954912424087524,11265,38145,53248,22273,41987,34817,8449,19459
6.000189781188965,15873,38913,54528,26881,35075,39169,12033,18691
6.0442304611206055,16897,36609,59648,32769,44547,44545,11009,15363
6.105104923248291,15617,33537,257,30977,44803,45057,9729,13315
6.150179147720337,12545,34305,2817,41729,46595,43521,6657,7683
6.194379806518555,9217,40705,3329,41217,57347,47617,8193,64002
6.254548788070679,8961,43265,3585,36353,47363,43265,13313,9731
6.299997329711914,13569,44033,1793,33281,50691,47873,15361,12547
6.344232797622681,11521,43777,63744,25345,43523,52481,19457,16643
6.404280424118042,13057,40193,64256,23809,34563,46593,20481,23299
6.4502246379852295,9729,39169,62208,31745,40707,55297,20481,14339
6.4956114292144775,7425,48641,60160,42753,41731,54017,20737,11267
6.555361747741699,9217,52225,60160,42753,48387,54785,17921,10755
6.6000776290893555,13313,51457,61440,45057,53763,55553,11521,13315
6.6442177295684814,17921,49409,59648,39681,56835,49921,9473,14595
6.704859018325806,18433,41985,60928,34817,59907,47617,7937,10499
6.7501397132873535,15361,30721,57600,29953,58115,38145,7425,14083
6.794137477874756,14081,35585,53504,27905,50435,31745,9729,14083
6.8549644947052,16897,38145,56320,27137,48643,32257,9985,11267
6.899236679077148,20225,36097,58880,26369,39427,31233,12033,17155
6.944580793380737,19969,41985,62208,32513,34819,40193,15105,12291
7.004783868789673,17409,34561,65280,30209,40195,46081,14081,10499
7.050255298614502,16641,32769,63488,25345,44035,46849,15873,14083
7.09508490562439,12289,33537,61184,27905,44035,44545,13569,8707
7.154868841171265,14593,30721,63232,31745,48387,39681,13569,9219
7.2002551555633545,13569,32513,65024,37889,50179,43521,10497,3843
7.244399070739746,10241,32769,2817,48897,49923,46593,7169,3075
7.3054046630859375,10241,27137,7169,41729,57091,49921,6913,8195
7.348917245864868,11265,40193,9217,38657,55555,49665,4865,5379
7.395056486129761,11521,44545,8705,35329,49155,52225,12545,11523
7.454279899597168,8449,46593,6657,30209,46339,46849,15105,11523
7.500051498413086,9729,45057,257,37121,43523,45569,14849,8707
7.544440746307373,6145,33793,63744,34561,48387,50433,13057,9987
7.605180025100708,12289,32513,59648,36097,56835,45569,6145,259
7.649667501449585,12289,29441,57344,33793,55811,48385,4865,515
7.69489312171936,38401,11522,5121,47106,17925,15618,18177,62722
7.754481315612793,56321,44802,8193,41475,61701,31746,30721,4099
7.799819231033325,54273,48642,10241,54787,3334,38146,34049,9731
7.84464693069458,56321,46338,13057,4,1798,40194,36097,4867
7.90554666519165,25857,2562,1793,48642,32772,8706,23809,7683
7.949421644210815,11521,35329,60928,53761,49923,55041,12033,5379
7.994938373565674,6913,32257,59136,37889,39427,50689,10497,5891
8.055086612701416,15361,34305,56064,25601,36867,42241,10753,17411
8.100414991378784,18689,33537,56832,27137,44803,40193,9729,19971
8.144243478775024,16129,32001,57600,26625,49155,38913,8961,15619
8.204267740249634,13313,31233,62720,28673,45827,30721,9473,17667
8.250059366226196,5633,27905,64256,32513,51715,35329,4865,12547
8.29453420639038,3585,28929,62464,33537,49155,34049,2817,9987
8.354777097702026,4353,32513,769,42241,44803,34305,1793,7427
8.40026593208313,6401,29953,61696,38657,46851,43009,1025,13571
8.444971799850464,5889,35841,59648,41473,46083,42497,5889,10755
8.504822492599487,10497,41217,61184,41985,43779,50433,12545,8963
8.549701452255249,12545,41985,59904,33281,44291,55041,15361,15363
8.595434427261353,11521,42497,62720,35329,48131,56577,14593,7939
8.654893398284912,16897,43265,64512,33281,45315,60161,15361,11779
8.699452638626099,11777,42753,61696,35841,51203,54273,9473,6915
8.744436740875244,11777,42753,59648,42241,51971,51713,11777,8963
8.804827690124512,12033,48641,58624,39937,46339,43777,13825,7427
8.849716424942017,6401,43521,57600,31489,49667,40449,4353,4611
8.894681692123413,6913,40193,58880,25857,43011,38913,2561,11779
8.954251289367676,5633,35841,57344,17153,40451,31745,3073,17411
9.00019884109497,8193,23041,55808,17665,41219,38401,2049,14595
9.045166254043579,8705,27393,57600,28161,34819,34561,6401,15363
9.105224609375,8449,23041,58112,27137,38147,39169,10753,11011
9.14926290512085,9217,24065,64000,33025,44291,48129,6657,3
9.195173025131226,11265,28417,8193,38657,49667,46337,5889,3587
9.255151987075806,10241,25601,10753,38657,56067,49153,7169,2051
9.300057172775269,12289,29185,14337,46337,55555,48129,3841,8195
9.344170570373535,9473,28417,10241,45825,55811,49409,513,6403
9.404699563980103,5889,24577,513,39681,55299,45825,769,3331
9.449989795684814,10497,27137,60928,36609,55555,44801,64512,1539
9.49472951889038,9473,23041,61696,35329,61699,45313,63744,65026
9.554067134857178,14849,28673,64512,36353,53507,39425,1537,4355
9.599621057510376,14337,37121,4097,40449,51459,37889,1537,6403
9.644500494003296,8705,28929,4865,38401,45571,39681,65024,8707
9.704517126083374,8705,31489,1281,36865,43011,39169,5889,10755
9.74968409538269,4865,27393,769,31233,43523,37889,8705,7683
9.795082569122314,8705,26881,65280,34049,43267,42241,15617,7683
9.854173183441162,14337,25345,62464,34817,49411,49153,19713,8195
9.898775577545166,13569,20737,61696,28417,45571,45825,14081,10499
9.944402933120728,9217,18689,59648,30721,52483,47873,11777,10499
10.004415035247803,769,20225,58624,27649,49411,45057,4353,6403
10.049876689910889,63744,31745,61952,25601,41731,38401,5377,8707
10.09441351890564,59648,31489,2049,32001,44291,41729,3841,3587
10.154448509216309,1793,35329,5889,37377,40707,42241,4609,8451
10.199926376342773,14337,35073,1025,37121,36611,37121,7169,7939
10.24434232711792,13569,40961,1025,38657,44291,35073,4353,771
10.304562091827393,20993,40193,61184,33793,42243,33537,5889,4099
10.349426746368408,17665,34305,57856,25857,38147,34049,5121,61186
10.394819021224976,14081,34561,63744,28161,43267,40193,6145,771
10.453704595565796,11777,19969,64256,28161,40451,41729,5121,4611
10.499784231185913,11521,19713,61184,28161,38403,36353,2049,64514
10.544695854187012,15361,17921,58880,28673,40195,36865,63488,3587
10.619931697845459,16129,10241,56576,23041,41987,35329,64000,3843
10.649346828460693,19457,12545,55040,25345,35331,37121,1,6915
10.69493317604065,20481,19713,57856,24577,38403,42497,3073,14083
10.755356550216675,22273,19457,61440,23297,39427,45057,6145,17667
10.799482107162476,19457,23809,62208,26881,36099,47361,3329,10755
10.84414529800415,21249,30209,4097,34305,43011,50689,4097,8963
10.905245780944824,18689,30977,8193,39169,41219,49665,6913,2307
10.94947600364685,11265,36097,4865,44801,40451,45057,3585,59906
10.995688438415527,12289,35073,9985,42753,38915,44289,5889,63746
11.05443263053894,9217,38401,1537,27905,33539,39425,2561,61698
11.100237607955933,9729,40705,60416,23041,28931,41217,64512,59906
11.144606590270996,9729,40961,61696,25601,29443,41729,257,60162
11.20466661453247,7937,40449,55296,22273,35587,39169,61696,58370
11.249964237213135,7425,38401,58880,28929,44547,45313,3329,59906
11.294745683670044,6657,39937,61440,30209,48643,47105,6401,61954
11.339005708694458,9473,43009,513,35073,52483,46593,9473,2307
11.399363994598389,10241,45569,7425,48641,53251,52737,15873,65282
11.444328784942627,11777,40449,9473,52481,49411,46593,8193,61954
11.490478038787842,20737,52737,15105,1538,52995,48641,13825,61186
11.550325393676758,21761,54785,12545,514,48131,48641,16129,55042
11.594612121582031,20737,58369,7169,62465,45571,46081,16385,56578
11.639061212539673,17665,62977,1281,63489,45315,46593,23809,51970
11.699887990951538,3585,40705,65280,48641,47363,42497,14849,51714
11.744904279708862,1537,42497,64512,43009,47363,45825,11009,54018
11.789392232894897,1025,35841,769,39169,47107,41217,3841,54018
11.84898042678833,4097,30209,3073,39169,50179,40705,63744,50178
11.893634557723999,10241,37121,62464,43265,45059,41985,63232,55554
11.93990969657898,9217,33281,62720,43009,49923,41729,60928,48130
11.999765872955322,6657,28161,59648,37377,50435,42753,60416,55042
12.045198678970337,3585,27905,59904,36097,49923,42497,59904,62210
12.08916687965393,1793,26113,62208,35841,51715,41217,60416,60418
12.149908781051636,4097,24065,64000,36097,52227,38401,60672,4611
12.194772958755493,7681,29953,62464,37889,52995,38145,2561,4867
12.239227771759033,6657,32001,62976,38401,52227,40961,1793,3843
12.300204277038574,3841,37377,62976,33281,54275,43009,4865,2307
12.345275402069092,6145,37889,62976,37121,51459,44289,9473,2051
12.389884948730469,3841,35329,769,38657,44547,45825,1281,62978
12.464414596557617,7425,29185,1025,30977,40195,41985,2305,59906
12.494569063186646,15361,21761,4353,31489,33283,38657,65280,60930
12.540093898773193,13313,20737,3329,22529,28163,44033,61696,61186
12.600097179412842,25345,22017,2817,17665,36099,49665,4609,3075
12.644624948501587,27137,27905,4353,21761,44291,52993,7169,10243
12.689193725585938,26369,31489,2305,25345,46851,50433,8449,5635
12.750149011611938,25089,29953,1281,29185,49923,43777,8705,5635
12.795235395431519,18177,32769,61952,31489,49155,39169,10497,1283
12.83974313735962,20225,36609,58368,33025,43779,40705,16385,2051
12.899670839309692,16897,34561,56576,29697,45315,44289,18433,8195
12.944409370422363,16385,37377,54784,23553,45315,46593,23297,15107
12.989662408828735,11009,39937,57088,27393,42499,44033,18689,18947
13.050080299377441,9217,35329,60416,25089,41731,46081,17409,26115
13.095051050186157,7681,33793,58880,28161,43267,47105,11521,23299
13.139967918395996,9729,28673,56320,30209,44547,47873,2561,13315
13.200196266174316,16897,26369,59904,20993,51203,54273,3073,9475
13.244730472564697,16897,28673,58112,20737,47363,53249,62976,1283
13.290019989013672,15105,25345,60160,18433,45059,49665,62464,62466
13.349977254867554,13569,28929,62720,19457,44547,43521,5377,65026
13.395005464553833,3585,26369,59648,26369,40707,36609,6913,64770
13.440037488937378,1025,27137,58880,30977,42243,35841,8449,259
13.499977588653564,6913,49921,56064,34305,44803,35841,22273,11779
13.545197486877441,6401,47617,56576,34817,46595,47105,19457,11523
13.589576244354248,12801,51713,60416,34561,44803,50945,16129,14595
13.649600505828857,15105,55553,60160,35585,49411,48129,15361,12547
13.695215225219727,12033,41473,59648,35329,49411,52481,4865,7427
13.73949670791626,13825,51201,61696,35585,49923,47105,4097,5891
13.80052900314331,12801,54017,62464,36609,52483,41729,1281,515
13.844907999038696,10241,50433,62208,34305,49155,39425,769,65282
13.889792919158936,10753,45569,64768,29953,42755,35329,64000,58882
13.949733972549438,11777,37121,1,25857,40963,31489,64512,57858
13.994883060455322,13313,34305,60672,28161,41219,38401,3585,59394
14.04019808769226,13057,34561,64000,30721,46339,42497,3585,58882
14.100218772888184,7681,39169,62720,35841,50179,47105,5377,59906
14.144872903823853,6913,37121,2561,38145,48899,49665,4865,1539
14.189271211624146,11265,33793,11521,34817,43011,48129,3841,10243
14.24960470199585,18689,29953,9985,35585,40707,52225,3073,18179
14.29360294342041,23809,24577,19969,34305,40195,46081,13313,24323
14.340149641036987,20225,26113,15617,42497,45059,47361,15617,23299
14.399278402328491,13825,25857,14593,54273,54275,51713,16897,13315
14.444595336914062,8705,26369,17409,57857,55043,45313,23809,9219
14.49019479751587,11265,41729,12033,514,57091,46337,23553,8707
14.549940347671509,15617,44545,17409,61953,56579,49665,22785,4867
14.594276189804077,15873,42497,12801,53505,50691,40705,20225,6915
14.639724969863892,13313,48129,9473,52225,48131,46337,14081,4611
14.699464321136475,11777,31233,8193,45569,47875,53505,5633,64770
14.745117664337158,13569,33793,61952,44289,44291,50433,6401,62978
14.790235996246338,14849,43777,58624,46593,49155,57089,4865,57602
14.849445343017578,13569,40961,61696,36865,52739,51201,5889,58882
14.894519805908203,12801,44801,62720,36609,55299,51201,5121,57346
14.93999433517456,6401,44033,1281,46849,64771,54273,7681,58370
14.999958753585815,8449,42497,3841,40449,59139,50433,6913,65026
15.044491529464722,11521,38913,9729,44801,57347,55809,5633,61186
15.090197563171387,12033,37121,12289,44033,59139,55297,10241,62210
15.149266958236694,15105,30465,14337,32001,44035,45313,5121,60674
15.19483470916748,12545,19969,15873,36609,44547,44801,4865,56066
15.240273714065552,11265,19201,7681,33537,37891,37377,3841,63234
15.299679517745972,9473,23809,4353,28673,31747,31745,1281,65026
15.344527244567871,6913,28417,64512,30977,37379,39425,2049,64002
15.39014220237732,9217,37889,1793,34561,42755,41985,3329,56578
15.450228214263916,12033,41729,6913,39425,51203,45313,10241,56066
15.494619846343994,17665,39425,8705,43009,59907,51201,9985,55554
15.539369106292725,18945,42241,15105,46849,56579,44801,11777,53250
15.600200891494751,16129,37633,15361,43265,48387,42241,14337,4355
15.645287036895752,14849,36609,11521,44545,48387,42753,8193,3331
15.689889907836914,10753,40449,9473,46849,39171,41729,8705,6147
15.749805212020874,6913,36865,6657,46593,48131,46337,7937,5379
15.795231103897095,8449,41985,7681,44289,51715,47105,3585,61954
15.840270519256592,5889,38145,14849,46849,41731,45057,9985,56322
15.899991989135742,8193,37633,22017,51713,44547,46849,16129,54530
15.944208860397339,14081,38401,28417,49921,40195,48641,16641,56578
15.989409923553467,12033,36353,26881,59137,39939,51969,26625,58626
16.049469709396362,11009,43777,21505,58369,53507,54273,19713,57346
16.09523034095764,11265,43265,18945,56577,54275,48385,10241,55298
16.13892889022827,5121,41473,14081,61441,57091,44033,6913,54786
16.19979238510132,8961,40193,17153,58113,63747,46593,2561,49666
16.2449951171875,14081,36865,17153,53249,54787,45825,7937,53762
16.289462327957153,11521,34817,13825,52225,52227,47361,7169,56322
16.349308967590332,16641,35073,19713,48641,46083,44545,8961,52994
16.394671201705933,14337,36353,16641,43521,35075,37121,7937,50946
16.440025568008423,12289,47361,11521,44289,39939,37121,5121,44802
16.499974250793457,12289,46081,14849,45569,45827,40961,6913,43778
16.544499397277832,16129,44033,13825,51457,48387,46593,8705,45570
16.58925700187683,15105,45569,16129,59137,53507,45313,7425,46082
16.64921760559082,15105,33281,25857,61697,53251,45057,5121,50690
16.695019960403442,13569,35841,22017,56833,45315,38401,5633,41474
16.740226984024048,9729,42753,19457,50177,47107,40705,3585,40450
16.79970073699951,13825,39425,22017,43265,47363,41985,6145,46338
16.845465898513794,12801,40193,17409,39937,44803,40961,6657,40706
16.88957715034485,12545,33025,18945,38913,52483,45825,7425,46594
16.95007824897766,12801,28673,23553,41217,45827,40961,6913,45058
16.99548888206482,5377,29697,18433,44545,46083,44545,6913,34306
17.04025363922119,5633,29953,27393,49921,50947,44801,10753,36098
17.09920620918274,2305,39425,32001,58625,46595,46081,14593,33538
17.144939661026,3585,43521,26625,63745,53763,49921,15873,32258
17.18921971321106,8193,41985,26113,63489,54275,46081,17409,39938
17.25034499168396,11009,40193,20225,65025,49667,45825,12545,38658
17.295112371444702,16385,34305,17153,58113,50435,45313,5121,45058
17.340237617492676,16641,32257,14849,49921,44035,44289,3585,51458
17.399910926818848,14849,34049,12801,48641,42755,51969,65024,51202
17.444746494293213,16641,41729,12289,44033,41475,56577,2817,55298
17.489222288131714,19969,43521,7937,45569,45059,59137,6913,54530
17.54986071586609,20225,44801,8705,46849,44035,57345,8449,53506
17.59474229812622,20993,40705,14081,48385,48643,53505,7937,50178
17.639216899871826,20481,32001,13569,47361,48131,55041,3329,48386
17.699244022369385,18177,34049,19713,49409,37379,51457,2561,45314
17.745073556900024,18433,35585,25601,54785,47107,52481,257,43522
17.789934635162354,22017,35585,24321,51457,41731,49921,5121,49154
17.84911608695984,22529,41473,19457,52481,40707,46593,9985,50690
17.89475989341736,21505,36865,13057,46337,49667,44033,8705,52482
17.940338134765625,21761,33025,8193,39169,44035,41985,9473,52482
17.999165058135986,16129,36865,5377,44801,40963,38913,10753,43266
18.04521918296814,8193,32513,6401,43777,45059,43777,5633,36354
18.089226961135864,5121,37633,7937,51457,43523,45313,6657,37378
18.149919509887695,2305,37121,10497,51969,41219,49409,6145,37890
18.19466471672058,5633,36097,8961,44801,39171,51713,2817,43266
18.239811420440674,9473,34817,12033,40961,31235,39937,1281,47362
18.29935574531555,11009,29953,9217,38401,26115,38913,65024,41474
18.34479308128357,11009,31233,11521,46593,36611,38145,2049,42242
18.390138387680054,5121,21505,14081,50433,45059,39425,1537,43266
18.435088396072388,3841,19969,11521,52481,53251,47105,4353,48130
18.494879484176636,8449,19457,15617,52481,59395,47361,3841,57858
18.539612293243408,7425,20481,10241,44545,54275,45057,1025,54786
18.599571228027344,13825,20993,9473,39681,50947,47873,64000,53250
18.644786834716797,17409,23553,11265,38401,50691,45313,769,54786
18.689738512039185,17409,24065,11777,34305,53251,45313,4609,50946
18.735783338546753,16129,20225,12289,33537,55043,46081,6145,58370
18.794402837753296,14849,29697,15617,37121,56835,47361,8449,64258
18.84033465385437,11777,20481,11777,33537,52995,49665,4097,57858
18.884993076324463,11265,20225,11265,28929,45315,41473,1025,56322
18.94552206993103,16129,21761,11777,32257,40707,40961,3073,59394
18.989162921905518,15617,18945,8449,26625,39171,37377,4865,59394
19.03509020805359,15873,27137,13057,31745,47107,35073,7681,62210
19.095988512039185,8705,29185,15617,42753,55299,44289,9217,55810
19.140345335006714,4865,25857,14593,36609,57603,42753,5377,47106
19.184898853302002,6913,18689,14081,41473,53763,44033,513,46082
19.244683027267456,6401,19457,14849,40449,48643,36609,257,43010
19.289504289627075,10753,19969,8193,32769,40963,36353,65280,53762
19.335121870040894,13825,22273,7937,35329,38403,36609,65024,58626
19.39487600326538,14081,26625,15105,34049,41987,30721,5889,61442
19.440229654312134,19201,40193,21761,52737,44547,41729,24065,259
19.484692573547363,14593,41217,27137,60161,46339,43009,27649,61186
19.54516577720642,5889,38657,30977,61953,46851,43777,32769,59138
19.589776039123535,8193,43521,27905,770,44803,47873,32001,65026
19.635109424591064,5121,32769,16129,48897,43523,40961,20481,3843
19.6950421333313,7681,29441,16897,44033,41731,39425,19457,4355
19.74010920524597,16129,33281,10497,45825,43779,41217,16897,3843
19.78474760055542,9729,32257,3073,48385,48387,40193,11265,60418
19.845046043395996,11265,27649,4353,42241,48899,46849,3329,55810
19.889460563659668,10753,21249,64512,40705,48643,45825,769,54018
19.935038566589355,7425,27649,61696,37377,48387,43777,1025,58882
